iter	Logloss
287	0.06860666406
288	0.06823082493
289	0.0679817265
290	0.06775158399
291	0.06745635647
292	0.06722932319
293	0.06695699039
294	0.066674951
295	0.06638781665
296	0.06611625462
297	0.06582117734
298	0.06555847926
299	0.06520074034
300	0.06492442301
301	0.0646175881
302	0.0643237127
303	0.06401768123
304	0.06376785775
305	0.06345778949
306	0.0631521238
307	0.06285978343
308	0.06257436047
309	0.06228427364
310	0.06200941948
311	0.06172920906
312	0.06153528004
313	0.06131374673
314	0.06116806971
315	0.06092837085
316	0.06069504725
317	0.06044594229
318	0.06024455371
319	0.06005825409
320	0.05981385218
321	0.05958663601
322	0.05931536792
323	0.05907689709
324	0.05883566974
325	0.05862900329
326	0.05835011887
327	0.05803568722
328	0.05775522206
329	0.05746820528
330	0.05725702521
331	0.05699247857
332	0.05685262811
333	0.05666428396
334	0.05643730947
335	0.05620552742
336	0.05599055225
337	0.05572891889
338	0.05549113391
339	0.05531390073
340	0.05511336784
341	0.05486198974
342	0.05466881517
343	0.05444082822
344	0.05418950564
345	0.05404292067
346	0.05387644898
347	0.0536686427
348	0.05348554703
349	0.05338152794
350	0.05317262754
351	0.05298479289
352	0.05274917328
353	0.05252136596
354	0.05226794988
355	0.05205318373
356	0.05190100409
357	0.05169709741
358	0.05150055559
359	0.05138057552
360	0.05119287804
361	0.05103550219
362	0.05086364485
363	0.05068359963
364	0.05053444431
365	0.05038384542
366	0.05020375774
367	0.05006567419
368	0.04995025674
369	0.04972257353
370	0.04946239354
371	0.04924598785
372	0.04903989949
373	0.04885528512
374	0.04868458722
375	0.04849686361
376	0.04824906179
377	0.04806037798
378	0.04787910148
379	0.04772920478
380	0.04755888573
381	0.04740206836
382	0.04730080905
383	0.04717576667
384	0.04704368931
385	0.04680044684
386	0.04665348628
387	0.04650550346
388	0.04628833026
389	0.04620647104
390	0.04602979634
391	0.04584958455
392	0.04567869069
393	0.04557280671
394	0.04541103154
395	0.04529529728
396	0.04505836474
397	0.04488406443
398	0.04472044069
399	0.04455330927
400	0.04439197828
401	0.04428007178
402	0.04409982407
403	0.04394272582
404	0.04381744829
405	0.04364644665
406	0.0435040487
407	0.04339227284
408	0.04330255561
409	0.04315044129
410	0.04303644128
411	0.04289597355
412	0.04275983
413	0.04258422982
414	0.04242288576
415	0.04229235649
416	0.04216877402
417	0.04208232605
418	0.04195339059
419	0.04175169501
420	0.04163546432
421	0.04151430849
422	0.04141122674
423	0.04132989988
424	0.04119206781
425	0.04104966987
426	0.04087502336
427	0.04069785876
428	0.04057786889
429	0.04049065668
430	0.04035795551
431	0.04019473024
432	0.04006198988
433	0.03995007685
434	0.03986369094
435	0.03973525844
436	0.0395954733
437	0.03944452821
438	0.03936720874
439	0.03928557487
440	0.03914757297
441	0.03898794357
442	0.03886811701
443	0.03875548872
444	0.03864003534
445	0.03855766662
446	0.03845298127
447	0.03834561779
448	0.03825080231
449	0.03818036432
450	0.03805572693
451	0.03798322155
452	0.03788532296
453	0.03776357599
454	0.03767548849
455	0.03761488118
456	0.03743894786
457	0.03733190772
458	0.0372027567
459	0.03708405691
460	0.03693710288
461	0.03683475599
462	0.03676788121
463	0.03667823909
464	0.03653413302
465	0.03639588944
466	0.03628816997
467	0.03617810223
468	0.03607354425
469	0.0359949837
470	0.03588537974
471	0.03576060517
472	0.03565125269
473	0.035522474
474	0.03541045973
475	0.03529349745
476	0.03517916431
477	0.03508160212
478	0.03499028127
479	0.03486680984
480	0.03478919643
481	0.0346999495
482	0.03459656075
483	0.03444630479
484	0.03434130264
485	0.03425291466
486	0.0341687627
487	0.03409109377
488	0.03400724555
489	0.03389763505
490	0.0338025485
491	0.03371910853
492	0.03364048919
493	0.03356903546
494	0.03343724225
495	0.03334759033
496	0.03327152827
497	0.03320079307
498	0.0331219647
499	0.03301478739
500	0.0329387188
501	0.03286397947
502	0.03277735514
503	0.03268818659
504	0.03257522844
505	0.03250143626
506	0.03239521915
507	0.03228535717
508	0.03221132984
509	0.03209010216
510	0.0319808346
511	0.03190484112
512	0.03184051383
513	0.03172652036
514	0.03164950136
515	0.03155892516
516	0.03145558867
517	0.03134083421
518	0.03129174285
519	0.03119553932
520	0.03110738976
521	0.03104399655
522	0.03098221348
523	0.03091605722
524	0.03082037952
525	0.03073309219
526	0.03065644552
527	0.0305760462
528	0.03051984473
529	0.03041976772
530	0.03035756986
531	0.03026589629
532	0.03017811579
533	0.03011115283
534	0.03004866757
535	0.02999567006
536	0.02989058952
537	0.02984387254
538	0.02980573863
539	0.02972360506
540	0.02966980085
541	0.02961676088
542	0.02955249891
543	0.02947769426
544	0.02940209924
545	0.02934223985
546	0.02927367981
547	0.02920799059
548	0.02913623967
549	0.02906573635
550	0.02900678818
551	0.0289410467
552	0.02885997459
553	0.02876891829
554	0.02870879435
555	0.0286420796
556	0.02858736744
557	0.02853362854
558	0.02847332824
559	0.02839239656
560	0.02831267984
561	0.02823773476
562	0.02820388258
563	0.02815066298
564	0.02807712228
565	0.02803580402
566	0.02794769692
567	0.02789488884
568	0.02781037109
569	0.02773811393
570	0.02768175896
571	0.02762370567
572	0.02756163519
573	0.02750183132
574	0.02745830849
575	0.02737593488
576	0.02734016556
577	0.02726019899
578	0.0272092068
579	0.02715566224
580	0.02709210735
581	0.02701458049
582	0.02696153236
583	0.0268848171
584	0.02682053553
585	0.02676541838
586	0.02669929968
587	0.02663192847
588	0.02652911944
589	0.02647191204
590	0.02639729683
591	0.02633551376
592	0.02624012346
593	0.0261880388
594	0.02612101052
595	0.02606746595
596	0.02600781395
597	0.02593646637
598	0.02586913925
599	0.02580396117
600	0.02570888604
601	0.02564649059
602	0.02558652016
603	0.02553827632
604	0.02547756776
605	0.02541660773
606	0.02536695297
607	0.02531814902
608	0.02527565336
609	0.02520409839
610	0.02512017995
611	0.02505887371
612	0.02499575974
613	0.02495837375
614	0.02490701414
615	0.02486142557
616	0.02478449312
617	0.02473491022
618	0.02469113265
619	0.0246423042
620	0.02460001103
621	0.02454513066
622	0.02449875988
623	0.02445141093
624	0.02438196091
625	0.02432942717
626	0.02428718136
627	0.02423786137
628	0.02418573589
629	0.02412838642
630	0.02409005492
631	0.02404040506
632	0.023977247
633	0.02392312762
634	0.02388233355
635	0.02382573526
636	0.02377690028
637	0.02373137539
638	0.02369652056
639	0.02364941819
640	0.02357415957
641	0.02351177229
642	0.02347333954
643	0.02342358191
644	0.02338863726
645	0.02333358869
646	0.02329134941
647	0.02323933823
648	0.02317897588
649	0.02311296659
650	0.02306032181
651	0.02299067256
652	0.02293629516
653	0.02289379949
654	0.02281760843
655	0.02277884255
656	0.02273227417
657	0.0226352721
658	0.02258534954
659	0.02254573613
660	0.02251287682
661	0.02247402766
662	0.02242443496
663	0.02238107871
664	0.02235002387
665	0.02231724621
666	0.02226504724
667	0.02221923658
668	0.02216830156
669	0.02213916713
670	0.02210381423
671	0.02204205729
672	0.0219981752
673	0.02196285659
674	0.02190526871
675	0.0218706229
676	0.02183740596
677	0.02177895095
678	0.02174252027
679	0.02169052542
680	0.02165386122
681	0.0216161029
682	0.02158058506
683	0.02152267874
684	0.02147644677
685	0.02140913924
686	0.02136730658
687	0.02131771715
688	0.0212690079
689	0.02122948594
690	0.02117518203
691	0.02114101795
692	0.02107935246
693	0.02103427828
694	0.0209783234
695	0.02093379791
696	0.02089985429
697	0.02087199198
698	0.02081702833
699	0.02076633662
700	0.02073925162
701	0.02068973894
702	0.02063790739
703	0.02059080339
704	0.02053317958
705	0.02049975526
706	0.02046666407
707	0.02040946157
708	0.02037474227
709	0.0203003818
710	0.02025692757
711	0.02020548304
712	0.0201743237
713	0.02014922769
714	0.02011300766
715	0.02007860354
716	0.02002945012
717	0.01999339992
718	0.01995352523
719	0.01990688664
720	0.0198759804
721	0.01984330399
722	0.01980345053
723	0.01977657945
724	0.01973059406
725	0.01967322173
726	0.01963240153
727	0.0195836482
728	0.01954887338
729	0.0195188555
730	0.01947758459
731	0.01945458046
732	0.01940697187
733	0.01936352743
734	0.01933073997
735	0.01928116034
736	0.01922542428
737	0.01919033103
738	0.01915182153
739	0.01910793945
740	0.01907657107
741	0.01905190455
742	0.01901911873
743	0.01899053626
744	0.0189574614
745	0.0189154834
746	0.01888084738
747	0.01882790703
748	0.01878695455
749	0.01876012593
750	0.01870535824
751	0.01867349017
752	0.01864268845
753	0.01861314904
754	0.01858430366
755	0.0185622973
756	0.01853282321
757	0.0184942043
758	0.01844802458
759	0.01840067726
760	0.01835610769
761	0.01833008087
762	0.01830403772
763	0.0182699161
764	0.01822843127
765	0.01819928215
766	0.01817891369
767	0.01813561296
768	0.01810334153
769	0.01806496267
770	0.01802807311
771	0.01799457204
772	0.01795389718
773	0.01790436
774	0.01787486468
775	0.01783909536
776	0.01780022497
777	0.01775645883
778	0.01772575182
779	0.01769701095
780	0.01767375698
781	0.01763539282
782	0.0175931617
783	0.01755435336
784	0.0174997898
785	0.01747388056
786	0.01743894081
787	0.01739633737
788	0.01736570711
789	0.01732711596
790	0.01729075876
791	0.01724193847
792	0.01719461075
793	0.01716526241
794	0.01713904779
795	0.01711199871
796	0.01707727289
797	0.0170395407
798	0.01701871663
799	0.01697350038
800	0.01693218702
801	0.0168945822
802	0.0168775565
803	0.01684803342
804	0.01682159019
805	0.01678935469
806	0.01675660316
807	0.01672290123
808	0.01669426324
809	0.01665139362
810	0.01662807595
811	0.01659854308
812	0.0165582683
813	0.01653220882
814	0.01650131565
815	0.01647185953
816	0.01645319429
817	0.01642279429
818	0.0164058927
819	0.0163488584
820	0.01630806596
821	0.01627972028
822	0.01626248229
823	0.01623254769
824	0.01620387704
825	0.01617379384
826	0.01614215439
827	0.01610811116
828	0.01607988958
829	0.01604300982
830	0.01601047385
831	0.01597436813
832	0.01593047952
833	0.01589590066
834	0.01586680216
835	0.01583925992
836	0.01581484978
837	0.01578325605
838	0.01576044135
839	0.01572820912
840	0.01568749506
841	0.01566866653
842	0.01563659433
843	0.01561710932
844	0.01559262406
845	0.01555295187
846	0.01551707803
847	0.0154916195
848	0.01546637163
849	0.01543157068
850	0.01540503763
851	0.01538003797
852	0.01536459629
853	0.0153326629
854	0.01530550441
855	0.01527556001
856	0.01524366091
857	0.0152192573
858	0.01518924432
859	0.01516217891
860	0.01514020031
861	0.01510366348
862	0.01507933662
863	0.01505618389
864	0.01503342145
865	0.01500520804
866	0.01497206296
867	0.01493836756
868	0.01490635741
869	0.01486277907
870	0.01484789587
871	0.01482117013
872	0.01479319187
873	0.0147649703
874	0.01472867842
875	0.01469135284
876	0.01467158696
877	0.01462812293
878	0.01459552001
879	0.01455136195
880	0.01452534493
881	0.0145048295
882	0.01446915816
883	0.01444427281
884	0.01442497724
885	0.01440133787
886	0.01437555274
887	0.01434156666
888	0.01432076219
889	0.01429355634
890	0.01426421779
891	0.0142392557
892	0.01422065415
893	0.0142002367
894	0.01417711663
895	0.01415354585
896	0.0141341425
897	0.0141124562
898	0.01408933287
899	0.01405803798
900	0.01404024967
901	0.01401753458
902	0.01398859285
903	0.01396566058
904	0.01393899852
905	0.01391385026
906	0.01388414919
907	0.01386896225
908	0.01384855297
909	0.01381352666
910	0.01378114909
911	0.01374945249
912	0.01373159232
913	0.01370572881
914	0.01367144797
915	0.01364003142
916	0.01361925635
917	0.01359246773
918	0.01356395058
919	0.01354021895
920	0.0135161346
921	0.01349918728
922	0.01348063227
923	0.01345738401
924	0.01343944301
925	0.01341497572
926	0.01338870395
927	0.01336064077
928	0.01333923128
929	0.01332057421
930	0.01329440287
931	0.01327121421
932	0.01324795778
933	0.01322142719
934	0.01320001034
935	0.0131831014
936	0.01315510436
937	0.01313580062
938	0.01310923165
939	0.01308825653
940	0.01305620066
941	0.01303508674
942	0.01300687333
943	0.01297954664
944	0.01294762794
945	0.01292670263
946	0.0129059545
947	0.01289211806
948	0.01286458724
949	0.0128419187
950	0.01282517714
951	0.01279767735
952	0.01277265157
953	0.01274585152
954	0.01271962466
955	0.01269650623
956	0.01268101882
957	0.01266236664
958	0.01264239991
959	0.01261155164
960	0.01257894219
961	0.01255593724
962	0.01253471881
963	0.01251205598
964	0.01248483788
965	0.01246394442
966	0.01243856753
967	0.0124165922
968	0.01239824295
969	0.01237969447
970	0.01235654746
971	0.01233310324
972	0.01230770921
973	0.01227891282
974	0.01224187466
975	0.01222152743
976	0.01220608901
977	0.01218693714
978	0.01216488913
979	0.01213927138
980	0.01211979618
981	0.01210268393
982	0.01208173331
983	0.01206097946
984	0.01202872518
985	0.01201361663
986	0.01198568573
987	0.01196719849
988	0.01194266342
989	0.01192229088
990	0.01190707128
991	0.01188820764
992	0.01187636428
993	0.01185626281
994	0.01183339994
995	0.01181615542
996	0.01180099298
997	0.01178358189
998	0.01176738412
999	0.01174274046
